# Sandbox Data | Context: 100 | Index: 2 | Label: {/:Italic {/Symbol {/:Italic s}}}_{3} = sigc-100 kPa
# Column_1: X_Axis	Column_2: Y_Axis
0.000000	0.000000
0.000004	0.085107
0.000007	0.170213
0.000011	0.255320
0.000015	0.340427
0.000018	0.425534
0.000022	0.510640
0.000026	0.595747
0.000029	0.680854
0.000033	0.765960
0.000037	0.851067
0.000040	0.936174
0.000044	1.021281
0.000048	1.106387
0.000051	1.191494
0.000055	1.276601
0.000059	1.361707
0.000062	1.446814
0.000066	1.531921
0.000070	1.617027
0.000073	1.702134
0.000077	1.787241
0.000081	1.872348
0.000084	1.957454
0.000088	2.042561
0.000092	2.127668
0.000095	2.212774
0.000099	2.297881
0.000103	2.382988
0.000106	2.468095
0.000110	2.553201
0.000114	2.638308
0.000117	2.723415
0.000121	2.808521
0.000125	2.893628
0.000128	2.978735
0.000132	3.063842
0.000136	3.148948
0.000139	3.234055
0.000143	3.319162
0.000147	3.404268
0.000150	3.489375
0.000154	3.574482
0.000158	3.659589
0.000161	3.744695
0.000165	3.829802
0.000169	3.914909
0.000172	4.000015
0.000176	4.085122
0.000180	4.170229
0.000183	4.255335
0.000187	4.340442
0.000191	4.425549
0.000194	4.510656
0.000198	4.595762
0.000202	4.680869
0.000205	4.765976
0.000209	4.851082
0.000213	4.936189
0.000216	5.021296
0.000220	5.106403
0.000224	5.191509
0.000227	5.276616
0.000231	5.361723
0.000235	5.446829
0.000238	5.531936
0.000242	5.617043
0.000246	5.702150
0.000249	5.787256
0.000253	5.872363
0.000257	5.957470
0.000260	6.042576
0.000264	6.127683
0.000268	6.212790
0.000271	6.297896
0.000275	6.383003
0.000279	6.468110
0.000282	6.553217
0.000286	6.638323
0.000290	6.723430
0.000293	6.808537
0.000297	6.893642
0.000301	6.978747
0.000304	7.063852
0.000308	7.148956
0.000312	7.234060
0.000315	7.319164
0.000319	7.404268
0.000323	7.489372
0.000326	7.574476
0.000330	7.659581
0.000334	7.744686
0.000337	7.829792
0.000341	7.914898
0.000345	8.000006
0.000348	8.085115
0.000352	8.170225
0.000356	8.255336
0.000359	8.340449
0.000363	8.425563
0.000367	8.510679
0.000370	8.595797
0.000374	8.680916
0.000378	8.766037
0.000381	8.851158
0.000385	8.936280
0.000388	9.021403
0.000392	9.106527
0.000396	9.191651
0.000399	9.276775
0.000403	9.361899
0.000407	9.447022
0.000410	9.532146
0.000414	9.617269
0.000418	9.702391
0.000421	9.787512
0.000425	9.872634
0.000428	9.957756
0.000432	10.042878
0.000436	10.128000
0.000439	10.213122
0.000443	10.298244
0.000447	10.383366
0.000450	10.468487
0.000454	10.553609
0.000458	10.638731
0.000461	10.723853
0.000465	10.808975
0.000468	10.894097
0.000472	10.979219
0.000476	11.064341
0.000479	11.149462
0.000483	11.234584
0.000487	11.319706
0.000490	11.404828
0.000494	11.489950
0.000498	11.575072
0.000501	11.660194
0.000505	11.745315
0.000509	11.830437
0.000512	11.915559
0.000516	12.000681
0.000519	12.085803
0.000523	12.170925
0.000527	12.256047
0.000530	12.341169
0.000534	12.426290
0.000538	12.511412
0.000541	12.596534
0.000545	12.681656
0.000549	12.766778
0.000552	12.851900
0.000556	12.937022
0.000559	13.022144
0.000563	13.107265
0.000567	13.192387
0.000570	13.277509
0.000574	13.362631
0.000578	13.447753
0.000581	13.532875
0.000585	13.617997
0.000589	13.703118
0.000592	13.788240
0.000596	13.873362
0.000600	13.958484
0.000603	14.043606
0.000607	14.128728
0.000610	14.213850
0.000614	14.298972
0.000618	14.384093
0.000621	14.469215
0.000625	14.554337
0.000629	14.639459
0.000632	14.724581
0.000636	14.809703
0.000640	14.894825
0.000643	14.979946
0.000647	15.065068
0.000650	15.150190
0.000654	15.235312
0.000658	15.320434
0.000661	15.405556
0.000665	15.490678
0.000669	15.575800
0.000672	15.660921
0.000676	15.746043
0.000680	15.831165
0.000683	15.916287
0.000687	16.001409
0.000690	16.086531
0.000694	16.171653
0.000698	16.256775
0.000701	16.341896
0.000705	16.427018
0.000709	16.512140
0.000712	16.597262
0.000716	16.682384
0.000720	16.767506
0.000723	16.852628
0.000727	16.937749
0.000731	17.022871
0.000734	17.107993
0.000738	17.193115
0.000741	17.278237
0.000745	17.363359
0.000749	17.448481
0.000752	17.533603
0.000756	17.618724
0.000760	17.703846
0.000763	17.788968
0.000767	17.874090
0.000771	17.959212
0.000774	18.044334
0.000778	18.129456
0.000781	18.214577
0.000785	18.299699
0.000789	18.384821
0.000792	18.469943
0.000796	18.555065
0.000800	18.640187
0.000803	18.725309
0.000807	18.810431
0.000811	18.895552
0.000814	18.980674
0.000818	19.065796
0.000821	19.150918
0.000825	19.236040
0.000829	19.321162
0.000832	19.406284
0.000836	19.491406
0.000840	19.576527
0.000843	19.661649
0.000847	19.746771
0.000851	19.831893
0.000854	19.917015
0.000858	20.002137
0.000862	20.087259
0.000865	20.172380
0.000869	20.257502
0.000872	20.342624
0.000876	20.427746
0.000880	20.512868
0.000883	20.597990
0.000887	20.683112
0.000891	20.768234
0.000894	20.853355
0.000898	20.938477
0.000902	21.023599
0.000905	21.108721
0.000909	21.193843
0.000912	21.278965
0.000916	21.364087
0.000920	21.449209
0.000923	21.534330
0.000927	21.619452
0.000931	21.704574
0.000934	21.789696
0.000938	21.874818
0.000942	21.959940
0.000945	22.045062
0.000949	22.130183
0.000953	22.215305
0.000956	22.300427
0.000960	22.385549
0.000963	22.470671
0.000967	22.555793
0.000971	22.640915
0.000974	22.726037
0.000978	22.811158
0.000982	22.896280
0.000985	22.981402
0.000989	23.066524
0.000993	23.151646
0.000996	23.236768
0.001000	23.321890
0.001003	23.407011
0.001007	23.492133
0.001011	23.577255
0.001014	23.662377
0.001018	23.747499
