# Sandbox Data | Context: 101 | Index: 2 | Label: Sim CU-等围压不排水三轴试验
# Column_1: X_Axis	Column_2: Y_Axis
99.992207	2.024514
99.967981	4.046017
99.926954	6.061375
99.869131	8.067451
99.794723	10.061170
99.704107	12.039565
99.597797	13.999815
99.476420	15.939276
99.340705	17.855508
99.191460	19.746290
99.029556	21.609636
98.855914	23.443799
98.671484	25.247276
98.477239	27.018801
98.274153	28.757340
98.063197	30.462082
97.845324	32.132423
97.621466	33.767955
97.392519	35.368447
97.159348	36.933829
96.922772	38.464179
96.683570	39.959702
96.442473	41.420714
96.200167	42.847633
95.957290	44.240956
95.714432	45.601255
95.472140	46.929156
95.230916	48.225335
94.991217	49.490504
94.753462	50.725405
94.518031	51.930800
94.285265	53.107465
94.055472	54.256184
93.828928	55.377746
93.605878	56.472935
93.386540	57.542533
93.171106	58.587312
92.959744	59.608034
92.752598	60.605446
92.549794	61.580282
92.351438	62.533260
92.157621	63.465079
91.968415	64.376421
91.783882	65.267950
91.604067	66.140308
91.429006	66.994120
91.258724	67.829992
91.093235	68.648509
90.932545	69.450239
90.776654	70.235727
90.625551	71.005504
90.479223	71.760080
90.337649	72.499948
90.200803	73.225584
90.068655	73.937444
89.941170	74.635972
89.818312	75.321592
89.700039	75.994716
89.586309	76.655737
89.477075	77.305038
89.372289	77.942983
89.271903	78.569928
89.175864	79.186210
89.084121	79.792158
88.996620	80.388087
88.913307	80.974301
88.834128	81.551092
88.759026	82.118741
88.687946	82.677521
88.620833	83.227691
88.557629	83.769504
88.498279	84.303203
88.442727	84.829020
88.390917	85.347181
88.342792	85.857904
88.298299	86.361397
88.257381	86.857861
88.219985	87.347492
88.186055	87.830476
88.155539	88.306995
88.128382	88.777223
88.104534	89.241327
88.083940	89.699471
88.066551	90.151811
88.052314	90.598498
88.041181	91.039679
88.033101	91.475494
88.028026	91.906079
88.025908	92.331565
88.026698	92.752081
88.030350	93.167748
88.036818	93.578685
88.046056	93.985006
88.058020	94.386824
88.072666	94.784243
88.089949	95.177369
88.109828	95.566302
88.132260	95.951138
88.157203	96.331971
88.184617	96.708891
88.214462	97.081988
88.246698	97.451346
