# Sandbox Data | Context: 101 | Index: 3 | Label: Sim CD-等{/:Italic p}排水三轴试验
# Column_1: X_Axis	Column_2: Y_Axis
100.000000	2.016691
100.000000	4.013874
100.000000	5.988177
100.000000	7.936802
100.000000	9.857408
100.000000	11.748072
100.000000	13.607270
100.000000	15.433845
100.000000	17.226972
100.000000	18.986126
100.000000	20.711046
100.000000	22.401695
100.000000	24.058231
100.000000	25.680971
100.000000	27.270364
100.000000	28.826965
100.000000	30.351412
100.000000	31.844406
100.000000	33.306695
100.000000	34.739059
100.000000	36.142296
100.000000	37.517218
100.000000	38.864637
100.000000	40.185360
100.000000	41.480187
100.000000	42.749901
100.000000	43.995271
100.000000	45.217045
100.000000	46.415952
100.000000	47.592697
100.000000	48.747963
100.000000	49.882410
100.000000	50.996674
100.000000	52.091368
100.000000	53.167082
100.000000	54.224385
100.000000	55.263821
100.000000	56.285915
100.000000	57.291171
100.000000	58.280071
100.000000	59.253081
100.000000	60.210645
100.000000	61.153191
100.000000	62.081131
100.000000	62.994857
100.000000	63.894749
100.000000	64.781170
100.000000	65.654469
100.000000	66.514982
100.000000	67.363030
100.000000	68.198924
100.000000	69.022961
100.000000	69.835428
100.000000	70.636600
100.000000	71.426743
100.000000	72.206111
100.000000	72.974950
100.000000	73.733499
100.000000	74.481983
100.000000	75.220624
100.000000	75.949634
100.000000	76.669216
100.000000	77.379570
100.000000	78.080885
100.000000	78.773345
100.000000	79.457128
100.000000	80.132407
100.000000	80.799347
100.000000	81.458109
100.000000	82.108848
100.000000	82.751715
100.000000	83.386856
100.000000	84.014411
100.000000	84.634517
100.000000	85.247307
100.000000	85.852909
100.000000	86.451447
100.000000	87.043043
100.000000	87.627813
100.000000	88.205871
100.000000	88.777328
100.000000	89.342291
100.000000	89.900864
100.000000	90.453149
100.000000	90.999245
100.000000	91.539246
100.000000	92.073247
100.000000	92.601338
100.000000	93.123607
100.000000	93.640141
100.000000	94.151023
100.000000	94.656336
100.000000	95.156158
100.000000	95.650567
100.000000	96.139639
100.000000	96.623447
100.000000	97.102065
100.000000	97.575561
100.000000	98.044005
100.000000	98.507464
100.000000	98.966003
100.000000	99.419686
100.000000	99.868576
100.000000	100.312734
100.000000	100.752219
100.000000	101.187090
100.000000	101.617404
100.000000	102.043218
100.000000	102.464585
100.000000	102.881560
100.000000	103.294195
100.000000	103.702541
100.000000	104.106650
100.000000	104.506569
100.000000	104.902349
100.000000	105.294035
100.000000	105.681675
100.000000	106.065315
100.000000	106.444998
100.000000	106.820770
100.000000	107.192673
100.000000	107.560749
100.000000	107.925040
100.000000	108.285588
100.000000	108.642431
100.000000	108.995609
100.000000	109.345162
100.000000	109.691127
100.000000	110.033541
100.000000	110.372442
100.000000	110.707865
100.000000	111.039846
100.000000	111.368421
100.000000	111.693623
100.000000	112.015486
100.000000	112.334044
100.000000	112.649329
100.000000	112.961374
100.000000	113.270212
100.000000	113.575872
100.000000	113.878386
100.000000	114.177784
100.000000	114.474097
100.000000	114.767354
100.000000	115.057584
100.000000	115.344816
100.000000	115.629078
100.000000	115.910398
100.000000	116.188804
100.000000	116.464322
100.000000	116.736981
100.000000	117.006805
100.000000	117.273821
100.000000	117.538056
100.000000	117.799533
100.000000	118.058280
100.000000	118.314319
100.000000	118.567677
100.000000	118.818376
100.000000	119.066441
100.000000	119.311896
100.000000	119.554763
100.000000	119.795066
100.000000	120.032828
100.000000	120.268071
100.000000	120.500817
100.000000	120.731088
100.000000	120.958906
100.000000	121.184293
100.000000	121.407269
100.000000	121.627856
100.000000	121.846075
100.000000	122.061945
100.000000	122.275488
100.000000	122.486723
100.000000	122.695671
100.000000	122.902350
100.000000	123.106781
100.000000	123.308983
100.000000	123.508975
100.000000	123.706775
100.000000	123.902403
100.000000	124.095877
100.000000	124.287214
100.000000	124.476435
100.000000	124.663555
100.000000	124.848594
100.000000	125.031568
100.000000	125.212495
100.000000	125.391393
100.000000	125.568278
100.000000	125.743167
100.000000	125.916078
100.000000	126.087026
100.000000	126.256029
100.000000	126.423103
100.000000	126.588263
100.000000	126.751526
100.000000	126.912907
100.000000	127.072423
100.000000	127.230089
100.000000	127.385921
100.000000	127.539933
100.000000	127.692141
100.000000	127.842560
100.000000	127.991205
100.000000	128.138090
100.000000	128.283231
100.000000	128.426642
100.000000	128.568337
100.000000	128.708330
100.000000	128.846636
100.000000	128.983269
100.000000	129.118243
100.000000	129.251571
100.000000	129.383267
100.000000	129.513345
100.000000	129.641818
100.000000	129.768700
100.000000	129.894003
100.000000	130.017742
100.000000	130.139928
100.000000	130.260576
100.000000	130.379697
100.000000	130.497304
100.000000	130.613411
100.000000	130.728029
100.000000	130.841171
100.000000	130.952849
100.000000	131.063075
100.000000	131.171862
100.000000	131.279222
100.000000	131.385167
100.000000	131.489707
100.000000	131.592856
100.000000	131.694624
100.000000	131.795024
100.000000	131.894066
100.000000	131.991763
100.000000	132.088124
100.000000	132.183163
100.000000	132.276889
100.000000	132.369313
100.000000	132.460448
100.000000	132.550302
100.000000	132.638888
100.000000	132.726216
100.000000	132.812297
100.000000	132.897140
100.000000	132.980757
100.000000	133.063158
100.000000	133.144353
100.000000	133.224352
100.000000	133.303165
100.000000	133.380803
100.000000	133.457276
100.000000	133.532593
100.000000	133.606764
100.000000	133.679799
100.000000	133.751707
100.000000	133.822499
100.000000	133.892183
100.000000	133.960769
100.000000	134.028267
100.000000	134.094685
100.000000	134.160034
100.000000	134.224322
100.000000	134.287558
100.000000	134.349751
100.000000	134.410911
100.000000	134.471046
100.000000	134.530164
100.000000	134.588276
100.000000	134.645389
100.000000	134.701512
100.000000	134.756653
100.000000	134.810822
100.000000	134.864026
100.000000	134.916274
100.000000	134.967574
100.000000	135.017934
100.000000	135.067363
100.000000	135.115869
100.000000	135.163460
100.000000	135.210143
100.000000	135.255927
100.000000	135.300819
100.000000	135.344828
100.000000	135.387961
100.000000	135.430226
100.000000	135.471630
100.000000	135.512181
100.000000	135.551886
100.000000	135.590754
100.000000	135.628791
100.000000	135.666004
100.000000	135.702402
100.000000	135.737991
100.000000	135.772778
100.000000	135.806771
100.000000	135.839976
100.000000	135.872401
100.000000	135.904053
100.000000	135.934938
100.000000	135.965064
100.000000	135.994436
100.000000	136.023063
100.000000	136.050950
100.000000	136.078104
100.000000	136.104532
100.000000	136.130241
100.000000	136.155237
100.000000	136.179526
100.000000	136.203114
100.000000	136.226009
100.000000	136.248216
100.000000	136.269742
100.000000	136.290592
100.000000	136.310774
100.000000	136.330292
100.000000	136.349154
100.000000	136.367365
100.000000	136.384931
100.000000	136.401858
100.000000	136.418152
100.000000	136.433819
100.000000	136.448864
100.000000	136.463293
100.000000	136.477113
100.000000	136.490328
100.000000	136.502944
100.000000	136.514967
100.000000	136.526402
100.000000	136.537256
100.000000	136.547532
100.000000	136.557237
100.000000	136.566375
100.000000	136.574953
100.000000	136.582976
100.000000	136.590448
100.000000	136.597375
100.000000	136.603762
100.000000	136.609614
100.000000	136.614936
100.000000	136.619733
100.000000	136.624011
100.000000	136.627774
100.000000	136.631026
100.000000	136.633774
100.000000	136.636021
100.000000	136.637773
100.000000	136.639034
100.000000	136.639808
100.000000	136.640102
100.000000	136.639918
100.000000	136.639263
100.000000	136.638140
100.000000	136.636553
100.000000	136.634509
100.000000	136.632010
100.000000	136.629061
100.000000	136.625667
100.000000	136.621832
100.000000	136.617560
100.000000	136.612856
100.000000	136.607724
100.000000	136.602167
100.000000	136.596191
100.000000	136.589800
100.000000	136.582997
100.000000	136.575786
100.000000	136.568172
100.000000	136.560158
100.000000	136.551749
100.000000	136.542949
100.000000	136.533761
100.000000	136.524189
100.000000	136.514238
100.000000	136.503910
100.000000	136.493210
100.000000	136.482142
100.000000	136.470709
100.000000	136.458915
100.000000	136.446763
100.000000	136.434258
100.000000	136.421402
100.000000	136.408200
100.000000	136.394655
100.000000	136.380770
100.000000	136.366549
100.000000	136.351996
100.000000	136.337114
100.000000	136.321906
100.000000	136.306375
100.000000	136.290525
100.000000	136.274360
100.000000	136.257883
100.000000	136.241096
100.000000	136.224003
100.000000	136.206608
100.000000	136.188913
100.000000	136.170922
100.000000	136.152637
100.000000	136.134063
100.000000	136.115201
100.000000	136.096056
100.000000	136.076629
100.000000	136.056925
100.000000	136.036946
100.000000	136.016695
100.000000	135.996174
100.000000	135.975388
100.000000	135.954338
100.000000	135.933028
100.000000	135.911460
100.000000	135.889638
100.000000	135.867564
100.000000	135.845240
100.000000	135.822670
100.000000	135.799856
100.000000	135.776802
100.000000	135.753508
100.000000	135.729980
100.000000	135.706218
100.000000	135.682225
100.000000	135.658005
100.000000	135.633559
100.000000	135.608891
100.000000	135.584002
100.000000	135.558895
100.000000	135.533574
100.000000	135.508039
100.000000	135.482294
100.000000	135.456341
